,Unnamed: 0,abstract,journal,publisher,authors,title,date,journal_vol,journal_issue,firstpage,doi,abstract_html,fulltext_html,pdf_url,language,keywords,citation_count,editor_name,editor_surname
112,112,"Reviews the book, Evolution and Genetics for Psychology by Daniel Nettle (2009). In Evolution and Genetics for Psychology Nettle attempts to clarify the process of evolution and the mechanisms of natural selection. Nettle gives new life to a familiar subject in a second way, by discussing the influence that our current environment has on behaviors acquired in the Environment of Evolutionary Adaptiveness. Evolution and Genetics for Psychology is an excellent introduction to the field of Evolutionary Psychology. The subject matter covered in the text is not groundbreaking; rather, the text is innovative in the way that the material is presented. Nettle devotes nearly half of the text to the clarification of the processes of natural selection. Nettle begins with a discussion of genetics and heredity and moves on to a discussion of sexual selection then finally onto a discussion of human behavior in our current environment. The text could be used in an Evolutionary Psychology or introductory biology course. It offers a comprehensive overview of heredity, genetics and natural selection. The author manages to be thorough while still explaining every topic as simply and clearly as possible. It is apparent even in the first chapters that this text was written for both students and detractors of Evolutionary Psychology. Nettle asserts that detractors misunderstand what Evolutionary Psychology is and is not and what this field of psychology tries to accomplish. The text is more than just useful, it is essential; before students can offer an evolutionary explanation for any human characteristic or behavior they must first have an understanding of processes of natural selection. (PsycINFO Database Record (c) 2014 APA, all rights reserved)",PULL_ERROR,NorthEastern Evolutionary Psychology Society,"Conron, Michelle G.",Evolution and genetics for psychology.,Dec   2011,5,4,296,10.1037/h0099254,http://psycnet.apa.org/journals/ebs/5/4/296,http://psycnet.apa.org/journals/ebs/5/4/296.html,http://psycnet.apa.org/journals/ebs/5/4/296.pdf,English,genetics; theory of evolution; natural selection; evolutionary psychology,0,not_found,not_found
113,113,"Presents a collection of abstracts from the 5th Annual Meeting of the NorthEastern Evolutionary Psychology Society that focus on the topics, including the adaptive translation of evolutionary theory and research findings into practical solutions for human problems, choosing sides: lateralized vocal masculinity preferences, the territorial foundations of human property and body masculinity/femininity and quality indicators. (PsycINFO Database Record (c) 2014 APA, all rights reserved)",PULL_ERROR,NorthEastern Evolutionary Psychology Society,No authorship indicated,Proceedings of the 5th Annual Meeting of the Northeastern Evolutionary Psychology Society: Abstracts.,Dec   2011,5,4,298,10.1037/h0099253,http://psycnet.apa.org/journals/ebs/5/4/298,http://psycnet.apa.org/journals/ebs/5/4/298.html,http://psycnet.apa.org/journals/ebs/5/4/298.pdf,English,evolutionary theory; masculinity preferences; femininity; property; society,0,not_found,not_found
114,114,"Evolutionary psychology critics often have accused evolutionary psychology of being unfalsifiable, whereas evolutionary psychology aficionados have responded that it is no more unfalsifiable than are other areas of psychology. The arguments on both sides largely have been at the philosophical level. However, a careful analysis of the notion of falsification implies the possibility of empirical tests of falsification claims centered on the issue of whether the hypotheses are or are not obvious. We present two empirical tests, each carried out with (presumably) less informed (undergraduate students) or more informed (graduate students) samples. The findings strongly support that at least some evolutionary psychology hypotheses are not obvious, thereby rendering them as potentially destructive tests of evolutionary psychology claims. We also tested undergraduate students on their reactions to highly cited evolutionary hypotheses in Studies 3 and 4. These highly cited hypotheses were neither extremely obvious nor extremely surprising. We conclude that although it is wrong to say that all evolutionary psychology hypotheses are obvious, there is room for improvement. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Trafimow, David; Gambacorta, Daniel",How obvious are hypotheses in evolutionary psychology?,Jan   2012,6,1,1,10.1037/h0099228,http://psycnet.apa.org/journals/ebs/6/1/1,http://psycnet.apa.org/journals/ebs/6/1/1.html,http://psycnet.apa.org/journals/ebs/6/1/1.pdf,English,evolutionary psychology; theory of evolution,0,not_found,not_found
115,115,"This study seeks to determine the association between gender role attitudes about childcare, utilization of parental leave policies and parental/infant preferences, on the one hand, and the distribution of childcare in the families of assistant professors with children under two on the other. Both utilization of paid parental leave policies by men and menâs belief in non-traditional gender roles are associated with higher levels of participation in parenting tasks. However, even those male professors who take leave and believe in nontraditional gender roles do much less childcare relative to their spouses than female professors do. This result holds even when the male professorâs wife works full time. Our results suggest that one reason why female professors do more childcare may be that they like it more than men do. The association of enjoyment of childcare with gender role attitudes or leave-taking status is not statistically significant, which suggests that sex differences in the enjoyment of childcare will not be easily changed by changes in policies or gender role ideology. Accordingly, when exploring the stickiness of gender roles with respect to infant and toddler care, it would seem prudent to consider biological and evolutionary explanations as well as those focusing on institutions and gender ideology. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Rhoads, Steven E.; Rhoads, Christopher H.",Gender roles and infant/toddler care: Male and female professors on the tenure track.,Jan   2012,6,1,13,10.1037/h0099227,http://psycnet.apa.org/journals/ebs/6/1/13,http://psycnet.apa.org/journals/ebs/6/1/13.html,http://psycnet.apa.org/journals/ebs/6/1/13.pdf,English,gender role attitudes; female professors; male professors; childcare; parental infant preferences; parental leave policies; parenting,3,not_found,not_found
116,116,"This study was motivated by anecdotal observations of preschool children's demonizing some animals while playing with animal figures (e.g., calling them ""bad guys""). Interestingly, there seems to exist a cross-cultural history of representing certain animals as evil. In order to understand the psychological underpinning beneath this sociocultural phenomenon, this exploratory study focuses on perceptual cues associated with moral value attribution to animals. In a two-part study on 6-year-old South Korean children, we first contrasted children's drawings of a ""bad"" animal with that of a ""good"" animal in their appearance features. The significant distinguishing traits could be interpreted as the features of an angry person or a carnivorous animal, which in general convey the emotional property of threat. Next, the effects of threatening appearance features on animal moralization were tested and yielded statistical significance. We propose that the process of negative moralization may depend upon the emotional state of fear evoked by specific visual signals with hazardous ecological contents. The communicative role of threatening signals would have been especially important both in interspecies (i.e., sources of selection by predation) and intra-species conflicts during the course of human evolution. Additional implications for understanding how and why cultural representations of demonized animals are created and shared will also be discussed. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Lee, Duna Susie; Kang, Hyoung Ryul","The categorization of ""bad animal"" and its relation to animal appearances: A study of 6-year-old children's perceptions.",Jan   2012,6,1,32,10.1037/h0099226,http://psycnet.apa.org/journals/ebs/6/1/32,http://psycnet.apa.org/journals/ebs/6/1/32.html,http://psycnet.apa.org/journals/ebs/6/1/32.pdf,English,children's perceptions; perceptual cues; moral value attribution,0,not_found,not_found
117,117,"Nonindependent mate choice occurs when a female (focal female) is influenced in her mate choice by the choices of other females (model females), though sometimes male choice can be similarly influenced. In humans the study of this phenomenon has been almost exclusively experimental, with the perceived level of attractiveness of opposite-sex faces being influenced by manipulation of the attractiveness of their putative partner. As useful as these experimental studies are, the question of how validly they capture real-life social processes has not been addressed. Here we present the results of a questionnaire study which analyzed responses from 206 male and 175 female participants, both singles and people in a relationship. As predicted, paired men reported more opposite-sex interest than paired women, whereas the opposite was true for single respondents. Furthermore, the amount of opposite-sex interest reported by paired men correlated with the attractiveness of their partner, whereas this correlation between partner attractiveness and opposite-sex interest did not hold for female respondents. We suggest that this contrast is related to sex differences in benefits of nonindependent mate choice arising from sexspecific reproductive constraints. Our results are consistent with the kinds of effects recorded in laboratory studies, and provide evidence that non-independent mate choice plays at least some role in actual relationship dynamics. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Vakirtzis, Antonios; Roberts, S. Craig",Do women really like taken men? Results from a large questionnaire study.,Jan   2012,6,1,50,10.1037/h0099225,http://psycnet.apa.org/journals/ebs/6/1/50,http://psycnet.apa.org/journals/ebs/6/1/50.html,http://psycnet.apa.org/journals/ebs/6/1/50.pdf,English,women; sex differences; mate choice; attractiveness; paired vs single men,0,not_found,not_found
118,118,"The process of adjustment within the native English speaking population in Milan is relatively unexplored in terms of Adjustment Disorder and culture-related issues which have emerged as a result of globalization. In order to bridge such a gap in current literature we present a study which attempts to demystify the notion that members of highly industrialized countries are not at high risk for Adjustment Disorder and that the exacerbation of already existing pathologies may arise in conjunction with the delicate process of adjustment. Through the analysis of the clinical demands and psychopathological pictures we have identified some clinical trends in the population studied which indicate a statistically consistent presence of Adjustment Disorder and high rates of pre- and co-morbid pictures, particularly with Mood Disorders, suggesting that the development of Adjustment Disorder represents a risk factor which triggers or exacerbates pre- and/or co-morbid psychopathological pictures. It is therefore important that patients be viewed from an integrated and culturally-sensitive perspective and the treater needs to accompany them on their journey of adjustment. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Zaiontz, Caterina A.; Arduini, Anna; Buren, Denise; Fungi, Giovanna",Migration fluxes and adjustment disorder: An examination of a native English speaking population in Milan.,Jan   2012,6,1,66,10.1037/h0099224,http://psycnet.apa.org/journals/ebs/6/1/66,http://psycnet.apa.org/journals/ebs/6/1/66.html,http://psycnet.apa.org/journals/ebs/6/1/66.pdf,English,migration fluxes; adjustment disorders; English speaking population; Milan; globalization,0,not_found,not_found
119,119,"Cultures can differ in how individuals' need for uniqueness is related to their estimation of public consensus for their opinions and attributes. The current study examined whether need for uniqueness would be linearly or curvilinearly related to false consensus effect (FCE) among Koreans and Americans. The results showed that FCE for attribute items was greater among Koreans than among Americans. But Koreans and Americans did not differ in FCE on opinion items. Need for uniqueness was curvilinearly related to FCE for opinion items among both Americans and Koreans, indicating that the relationship between need for uniqueness and FCE for opinion items was negative among individuals with low need for uniqueness but positive among those with high need for uniqueness. A curvilinear relationship between need for uniqueness and FCE for attribute items was observed only among Koreans and not among Americans, indicating that the relationship between need for uniqueness and FCE for attribute items was negative among Koreans with low need for uniqueness but positive among those with high need for uniqueness. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Park, Hee Sun","Culture, need for uniqueness, and the false consensus effect.",Jan   2012,6,1,82,10.1037/h0099223,http://psycnet.apa.org/journals/ebs/6/1/82,http://psycnet.apa.org/journals/ebs/6/1/82.html,http://psycnet.apa.org/journals/ebs/6/1/82.pdf,English,false consensus effects; uniqueness; cross cultural differences; attributes,0,not_found,not_found
120,120,"Motivation is a crucial subject because it is known to influence behavior in every domain, including tourism. In tourism research, there have inter alia been debates on a theoretical level about whether extrinsic or intrinsic motivations exert the strongest impact on peopleâs desire to travel for pleasure. Since there does not exist a single work on tourism motivation that empirically addresses this puzzle, this study, by applying an evolutionary approach, examines whether extrinsic or intrinsic factors have the strongest direct effect on peopleâs interest for holidaying. This study represented the extrinsic motivations with two culturally related variables (vertical and horizontal cultural transmission), and captured the intrinsic motivations with two psychological variables (perceptual and epistemic curiosity). Two competing structural models were then constructed and ran on the basis of data collected from a sample (N=1001) of the Norwegian population in 2010. The results show that the extrinsic model is superior to the intrinsic model, which suggests that sociocultural factors have a stronger direct effect on peopleâs interest for holidaying than do psychological factors. Further, the analysis shows both that the extrinsic and intrinsic motivations together explain a considerable share of the variation in interest for holidaying, and that horizontal cultural transmission has the strongest influence on holidaying interest. This study concludes with a discussion of the main theoretical and practical implications. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Mehmetoglu, Mehmet",What determines holidaying interest? Extrinsic versus intrinsic motivations.,Jan   2012,6,1,93,10.1037/h0099222,http://psycnet.apa.org/journals/ebs/6/1/93,http://psycnet.apa.org/journals/ebs/6/1/93.html,http://psycnet.apa.org/journals/ebs/6/1/93.pdf,English,intrinsic motivations; extrinsic motivations; holidaying interest; tourism,1,not_found,not_found
121,121,"We test a romantic coupleâs shared Life History Strategy (LHS) as a primary predictor of romantic relationship satisfaction against competing theories. First, we demonstrated that, when compared against the couplesâ shared level of supportive communication and the geographical distance separating the partners, the pure shared-partner LHS variance, rather than unique partner-specific variance, is the strongest predictor of relationship satisfaction. Then, we revised the measurement model and demonstrated that, when compared against the coupleâs disassortative mating on LHS, a coupleâs mean LHS was the sole predictor of relationship satisfaction, and also a strong predictor of the coupleâs assortative mating on indicators of LHS. Thus, shared LHS seems to be the most critical predictor of relationship satisfaction when compared to supportive communication, geographical distance separating the partners, and the coupleâs assortative mating on indicators of LHS. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Olderbak, Sally; Figueredo, Aurelio JosÃ©",Shared life history strategy as a strong predictor of romantic relationship satisfaction.,Jan   2012,6,1,111,10.1037/h0099221,http://psycnet.apa.org/journals/ebs/6/1/111,http://psycnet.apa.org/journals/ebs/6/1/111.html,http://psycnet.apa.org/journals/ebs/6/1/111.pdf,English,romantic relationship satisfaction; life history; couples; mate selection,0,not_found,not_found
122,122,"Reviews the book, Death from a Distance and the Birth of a Humane Universe by Paul M. Bingham and Joanne Souza (2009). This is an extensive book based on Paul Bingham and Joanne Souza's brainchild; a new theory on human uniqueness. Their theory, simply put, is that the human speciesâ unique ability to throw objects (and thus kill conspecifics, or members of the same species, at a remote distance) has caused humans to evolve in ways never before seen on the planet Earth. The various chapters introduce the reader to the theory gradually; first introducing them to very basic scientific principles, then holding the readers' hands as they walk them through the tenets of their simple, yet elegant, theory of human uniqueness. Finally, they take the reader on a journey through time to see this theory applied throughout the history of humankind (at times, even pre-dating it). Bingham and Souza are overly prepared for critical feedback, and in fact, they welcome any opponents to challenge the basic premise of their theory. Overall, the book truly does what it promises: takes the reader on an intellectual journey. Bingham and Souza work relentlessly to make this book accessible to readers of any backgroundâwhich is important because the theory applies to all aspects of human nature and everyone should be able to understand the basics of what essentially makes a human, human. As one of the constant themes of the book points out, evolution is everywhere and can contribute to a much broader world perspective. For those who are skeptical of the previous statement, this book will be a particularly interesting read. Bingham and Souza are well aware of, and readily welcome, the skepticism that their new theory will elicit, so they make sure to present ample evidence behind each of their claims to answer any criticism that may be lurking in the reader's mind. While this approach is useful for critics, it can at times be redundant for the evolutionarily minded who do not require this persuasion; luckily, the authors do at times alert the reader when some sections can be skipped which was a useful way to get at the heart of the theory for those with a stronger evolutionary background. The chapters in Death from a Distance read well separately and could definitely be used to supplement courses that wish to add an evolutionary perspective. (PsycINFO Database Record (c) 2014 APA, all rights reserved)",PULL_ERROR,NorthEastern Evolutionary Psychology Society,"Carmen, Rachael A.; Guitar, Amanda E.; Dillon, Haley M.",From <em>accidental</em> ape to walking on the moon: A new theory of human uniqueness.,Jan   2012,6,1,132,10.1037/h0099220,http://psycnet.apa.org/journals/ebs/6/1/132,http://psycnet.apa.org/journals/ebs/6/1/132.html,http://psycnet.apa.org/journals/ebs/6/1/132.pdf,English,birth; death; skepticism; evolutionary perspective; theory of human uniqueness,0,not_found,not_found
123,123,"Reviews the book, The Consuming Instinct: What Juicy Burgers, Ferraris, Pornography, and Gift Giving Reveal About Human Nature by Gad Saad (see record 2011-14420-000). This book is designed to be a practical guide to marketers for using basic findings of evolutionary psychology. As the majority of readers are assumed to be inexpert in the evolutionary psychology model, Saad begins with the very basics and then provides rebuttals against nine anti-evolution claims using the accepted logic of most contemporary evolutionists. Saad provides many examples throughout the book that act as a sort of primer on evolutionary psychology's findings of the past fifteen years or so. On ""Darwinian gastronomy"" Saad reviews the arguments regarding morning sickness as a defense against possible toxins in foods, cultural use of spices in tropical climates to reduce microbial load in meat, and gene-culture interaction as regards lactose tolerance in herding populations. The tone of the book shifts notably in the closing chapters where marketing and advertising take the forefront. In a discussion of ""fossils of the mind"" (i.e., memes) Saad provides long lists of songs and movies that evidence recurring tropes in popular media. This attempt to provide a brief introduction to Darwinian literary analysis is weakened, not strengthened, by the structure of the argument. This book is written for an audience with cursory knowledge of evolutionary theory and, one must assume, no knowledge of evolutionary psychology. As such, it does serve effectively as a quick, accessible, and in places, quite funny, introduction to the many fascinating insights evolutionary psychology provides into human behaviorâ obviously with human consumption being the primary focus. At the same time, this work contains some over-generalizations, some inflammatory language to those not already receptive to an evolutionary psychology perspective, and a heavy reliance on pop culture. (PsycINFO Database Record (c) 2014 APA, all rights reserved)",PULL_ERROR,NorthEastern Evolutionary Psychology Society,"Morris, Craig Eric",Applying evolutionary psychology to human consumption.,Jan   2012,6,1,137,10.1037/h0099219,http://psycnet.apa.org/journals/ebs/6/1/137,http://psycnet.apa.org/journals/ebs/6/1/137.html,http://psycnet.apa.org/journals/ebs/6/1/137.pdf,English,evolutionary psychology; theory of evolution; human nature; pornography; memes,0,not_found,not_found
124,124,"Research on aggression focuses almost exclusively on the aggressive individual so that aggression is usually described as an individual-centered event. By contrast, the model presented in this article was developed through research of naturally occurring, aggressive interactions between adolescents in which the social and physical environment of aggressive events is a critical focus. The model provides a conceptual frame for the analysis of aggression in social interactions in natural settings that takes the complexity of social, environmental, and individual factors into account by distinguishing three systems (the biological, psychic, and social systems) and analyzing their interrelations and co-evolutionary processes. This article considers consequences for aggressive behavior when systems of different phylogenetic ages affect one another, and it delineates the interrelationships between systems and their environments and their mutual influence on one another. The model generated an innovative methodology for assessing aggression in natural settings and new technique, the use of camera-glasses for recording data of social interactions and environments from the aggressively reacting individualâs perspective. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Wettstein, Alexander",A conceptual frame model for the analysis of aggression in social interactions.,May   2012,6,2,141,10.1037/h0099218,http://psycnet.apa.org/journals/ebs/6/2/141,http://psycnet.apa.org/journals/ebs/6/2/141.html,http://psycnet.apa.org/journals/ebs/6/2/141.pdf,English,conceptual frame models; aggression; social interaction; individual factors; social environments,0,not_found,not_found
125,125,"Human cooperation has led to the social lifestyle that our world thrives on today. Many common groups â such as religious and political affiliationsâfacilitate this social lifestyle by advocating trust, reciprocity, and cooperation among group members; however, studies on trust and reciprocity tend to manipulate group identity via assigning participants to arbitrary groups rather than investigating the potential relationship with actual social groups (e.g., religion and politics). Therefore, the present study empirically tested the relationships that may exist between actual group memberships, arbitrary group membership, trust, and reciprocity. Two studies (N = 144 per study) were conducted with a computerized âtrustâ? game to measure trust and reciprocity between people based on political affiliation, religious denomination, and arbitrary identification. Results indicated that people trusted their fellow in-group members more than out-group members, and trusted religious and political in-group members more than arbitrary in-group members. Participants also gave more money to in-group members than out-group members for both meaningful and arbitrary group identities. There were no significant differences in the amount of money given to actual and arbitrary in-group members. These are the first two studies to date that have examined whether different types of in-groups elicit different levels of reciprocal exchange. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Fitzgerald, Carey J.; Wickwire, John H.",Religion and political affiliationâ&euro;&trade;s influence on trust and reciprocity among strangers.,May   2012,6,2,158,10.1037/h0099217,http://psycnet.apa.org/journals/ebs/6/2/158,http://psycnet.apa.org/journals/ebs/6/2/158.html,http://psycnet.apa.org/journals/ebs/6/2/158.pdf,English,religious affiliation; political affiliation; trust; reciprocity; strangers; group membership; cooperation,3,not_found,not_found
126,126,"In an act-nomination (N = 15) and an act-frequency study (N = 235), we attempted to assess spontaneously generated reasons for gift-giving and how these reasons differed across the sexes and as a function of individual differences. Primarily, both sexes gave gifts for special occasions and to build or maintain interpersonal relationships. However, men were more likely than women were to want to build and maintain one particular type of interpersonal relationship, that being romantic/sexual relationships. Men were more likely than women were to give gifts to escalate relationships to sex/dating and as a materetention tactic. Of all the personality traits examined, it was agreeableness that was correlated with the most reasons to give gifts. Moderation by the sex of the participant suggests that men who are low on extraversion and self-esteem may use gifts to do the âtalkingâ? for them. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Jonason, Peter K.; Tost, Jeremy; Koenig, Bryan L.",Sex differences and personality correlates of spontaneously generated reasons to give gifts.,May   2012,6,2,181,10.1037/h0099216,http://psycnet.apa.org/journals/ebs/6/2/181,http://psycnet.apa.org/journals/ebs/6/2/181.html,http://psycnet.apa.org/journals/ebs/6/2/181.pdf,English,sex differences; personality correlates; gift giving; spontaneously generated reasons; individual differences; interpersonal relationships,1,not_found,not_found
127,127,"This study focuses on the relative frequencies of various sexual activities and the ways in which those activities are portrayed in homosexual and heterosexual pornographic films. Many anti-pornography arguments are based on the alleged oppression and degradation of women in pornography. Others (Salmon  Symons, 2001) have suggested that the main focus of pornography is not about contempt for women and that if it was, gay pornography should differ dramatically from heterosexual pornography. This paper tests that hypothesis. Sixty films that ranked amongst the most popular heterosexual and homosexual DVDs were examined with regard to the types of sexual activities that occur and the interactions between the participants. We found few major differences in pornography aimed at a homosexual versus heterosexual male audience, other than those that reflect the different anatomy involved, and none that reflect an anti-female agenda. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Salmon, Catherine; Diamond, Amy",Evolutionary perspectives on the content analysis of heterosexual and homosexual pornography.,May   2012,6,2,193,10.1037/h0099215,http://psycnet.apa.org/journals/ebs/6/2/193,http://psycnet.apa.org/journals/ebs/6/2/193.html,http://psycnet.apa.org/journals/ebs/6/2/193.pdf,English,evolutionary perspectives heterosexuality; homosexuality; pornography,4,not_found,not_found
128,128,"In this study, we tested whether Buss and Schmittâs (1993) theory that mating strategies vary by sex and relationship duration could be applied to gay men and lesbians. We extended the findings of Gallant et al. (2011) with an analysis of 300 profile pictures from gay and lesbian personal advertisements. We found sex differences, effects for type of relationship sought, and masculinity/femininity effects. Lesbians smiled more, displayed more skin, and downplayed their height by using a downward camera angle in comparison to gay men. Lesbians displayed a higher number of total photos in their profiles than gay men, but both sexes displayed more photos when seeking a long-term relationship; gay men seeking a short-term displayed the fewest photos. Short-term relationship seekers of both sexes smiled less and wore less clothing than counterparts. Gay men and lesbians mentioned financial status more when seeking a long-term relationship. Lesbians rated as highly feminine smiled the most and wore the least clothing. Gay men rated as high in masculinity were more likely to exaggerate their height with an upward camera angle and flex their muscles in photos. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Dillon, Lisa M.; Saleh, Daniel J.",Sexual strategies theory: Evidence from homosexual personal advertisements.,May   2012,6,2,203,10.1037/h0099214,http://psycnet.apa.org/journals/ebs/6/2/203,http://psycnet.apa.org/journals/ebs/6/2/203.html,http://psycnet.apa.org/journals/ebs/6/2/203.pdf,English,sexual strategies theory; homosexual personal advertisements; gays; lesbians; mate selection; sex differences,0,not_found,not_found
129,129,"There is no consensus whether ideal mate preferences are actually expressed in real choices or whether people choose partners according to traditional sex preferences or seek those similar to them. In order to address these questions, 267 Brazilian university students (120 involved and 147 not involved in a romantic relationship) participated in this study, describing themselves and their current or most recent romantic partner. As inclusion criterion, involved subjects must have been in a stable relationship for at least 12 months. Our results suggest that male choice reflects typical preferences based on Parental Investment Theory. On the other hand, the typical female preferences were not observed; instead, their choices indicate a preference for similar partners to themselves. Given that similarities are important to maintaining long-term relationships, females may adapt their preferences in order to ensure male investment in a long-term relationship. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Castro, Felipe Nalon; Hattori, Wallisen Tadashi; de AraÃºjo Lopes, FÃ­via",Relationship maintenance or preference satisfaction? Male and female strategies in romantic partner choice.,May   2012,6,2,217,10.1037/h0099213,http://psycnet.apa.org/journals/ebs/6/2/217,http://psycnet.apa.org/journals/ebs/6/2/217.html,http://psycnet.apa.org/journals/ebs/6/2/217.pdf,English,relationship maintenance; preference satisfaction; romantic partner choice; sexual strategies; sex differences,0,not_found,not_found
130,130,"Waist-to-hip ratio (WHR) has been shown to negatively correlate with attractiveness, health, youthfulness, and the reproductive potential of females, which arguably explains why men tend to perceive women with lower WHRs as more attractive. Additionally, it has recently been hypothesized that men are attracted to feminine ranges of WHR even when the actual sex of the target is ambiguous. The current study tests the hypothesis that lower WHRs are reliably associated with women and higher WHRs with men, thus serving as a proximate mechanism by which men find lower WHRs more attractive. An online survey was developed in which line drawings of human waists and hips, with WHRs ranging from 0.65 to 0.95 and no cues for sex identification, were presented to participants who were then asked to infer the sex of the drawings. Results from 72 men and 49 women indicate an increasing frequency of âfemaleâ? identifications as WHR decreases. Both men and women exhibit high inter-rater reliability in associating low WHRs with women and high WHRs with men. The implications of these findings are discussed, and directions for future research are highlighted. (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Pazhoohi, Farid; Liddle, James R.",Identifying feminine and masculine ranges for waist-to-hip ratio.,May   2012,6,2,227,10.1037/h0099212,http://psycnet.apa.org/journals/ebs/6/2/227,http://psycnet.apa.org/journals/ebs/6/2/227.html,http://psycnet.apa.org/journals/ebs/6/2/227.pdf,English,feminism; masculinity; waist to hip ratio; sex identification cues; physical attractiveness; health; reproductive potential,1,not_found,not_found
131,131,"The purpose of the study was to explore how the size and composition of a trust circle discriminate in both positive and negative personal/social information-domains in Canada and China. A total of 202 Canadians (102) and Chinese (100, living in China) participated in the study. A set of self-developed questionnaires was used in the survey. The results showed that the trust discrimination tendency (TDT) in the trust circle size and trust circle composition is induced by the nature and levels of the shared personal/social information and culture. Specifically, people tend to trust more others in sharing their positive than in disclosing negative personal/social information. Chinese tend to trust fewer others than Canadians do in sharing/disclosing both negative and positive personal/social information. People are more likely to trust their spouse/partner and blood kin in the positive information-sharing domain; in the negative information-disclosing domain, the trust rank of blood kin decreased the most, and spouse/partner decreased least. Canadians also always trust their spouse/partner more than Chinese do, and preserve more stable top core trustee ranks than Chinese do in both domains. To summarize the relationship between trustee ranks and the levels of information, one could say âhow bad matters, but how good doesnât.â? (PsycINFO Database Record (c) 2014 APA, all rights reserved)","Journal of Social, Evolutionary, and Cultural Psychology",NorthEastern Evolutionary Psychology Society,"Niu, Jianghe; Xin, Ziqiang",Trust discrimination tendency of trust circles in the positive and negative information-sharing/disclosing domains and cultural differences between Canada and China.,May   2012,6,2,233,10.1037/h0099211,http://psycnet.apa.org/journals/ebs/6/2/233,http://psycnet.apa.org/journals/ebs/6/2/233.html,http://psycnet.apa.org/journals/ebs/6/2/233.pdf,English,trust discrimination tendency; trust circles; positive & negative information sharing; information disclosure; cultural differences; Canada; China,0,not_found,not_found
132,132,"Reviews the book, Thinking, Fast and Slow by Daniel Kahneman (see record 2011-26535-000). The goal of the book is to communicate dual processing theory, the idea that our brain engages in two different forms of thought. At the outset, the author introduces us to the bookâs two main characters, Systems 1 and 2, which is our two modes of cognition. Through a mixture of example and metaphor, the author is able to embody these two patterns fully, imbuing each with something akin to a personality and states explicitly that Systems 1 and 2 are a fiction, a teaching tool meant to appeal to our basic cognitive instincts and occasionally reminds the reader of this, encouraging us to appreciate the fiction for what it is, and warning that we not be lured into thinking that these Systems are separate, corporeal entities. Though dual processing theory is the book's explicit theme, it is also very much a memoir. As much as it is a story about Systems 1 and 2, it is also the tale of scientific pursuit, of a prominent life dedicated to the expansion of our knowledge about human behavior. The book progresses through topics in a chronology that roughly approximates Kahnemanâs life, and each chapter describes the context, relationships, challenges, and breakthroughs preceding each new discovery (PsycINFO Database Record (c) 2014 APA, all rights reserved)",PULL_ERROR,NorthEastern Evolutionary Psychology Society,"Oâ&euro;&trade;Brien, Daniel Tumminelli","<em>Thinking, fast and slow</em> by Daniel Kahneman.",May   2012,6,2,253,10.1037/h0099210,http://psycnet.apa.org/journals/ebs/6/2/253,http://psycnet.apa.org/journals/ebs/6/2/253.html,http://psycnet.apa.org/journals/ebs/6/2/253.pdf,English,dual processing theory; brain; cognitive systems; thinking; metaphor,0,not_found,not_found
